model	objective	gene	status	value
./model.xml	obj	G_PA14_20650	optimal	1.5908505726730273
./model.xml	obj	G_PA14_20670	optimal	1.5908505726730349
./model.xml	obj	G_PA14_20890	optimal	0.0
./model.xml	obj	G_PA14_20950	optimal	1.5908505726730071
./model.xml	obj	G_PA14_21140	optimal	1.5908505726730062
./model.xml	obj	G_PA14_21150	optimal	1.5908505726730062
./model.xml	obj	G_PA14_21160	optimal	1.5908505726730062
./model.xml	obj	G_PA14_21175	optimal	1.5908505726730062
./model.xml	obj	G_PA14_21190	optimal	1.5908505726730306
./model.xml	obj	G_PA14_21320	optimal	1.590850572673052
./model.xml	obj	G_PA14_21340	optimal	1.5908505726730047
./model.xml	obj	G_PA14_21370	optimal	1.5908505726730047
./model.xml	obj	G_PA14_21410	optimal	1.5908505726730113
./model.xml	obj	G_PA14_21540	optimal	1.590850572673004
./model.xml	obj	G_PA14_21620	optimal	6.466948581294852e-15
./model.xml	obj	G_PA14_21730	optimal	1.5908505726730204
./model.xml	obj	G_PA14_21750	optimal	1.5908505726730104
./model.xml	obj	G_PA14_21910	optimal	1.5908505726730349
./model.xml	obj	G_PA14_21920	optimal	1.5908505726730349
./model.xml	obj	G_PA14_21930	optimal	1.5908505726730349
./model.xml	obj	G_PA14_21960	optimal	1.5908505726730349
./model.xml	obj	G_PA14_22050	optimal	1.590850572673009
./model.xml	obj	G_PA14_22330	optimal	1.5908505726730306
./model.xml	obj	G_PA14_22350	optimal	1.5908382893577029
./model.xml	obj	G_PA14_22440	optimal	1.5908505726730091
./model.xml	obj	G_PA14_22620	optimal	1.5908505726730169
./model.xml	obj	G_PA14_22690	optimal	1.5908505726730084
./model.xml	obj	G_PA14_22890	optimal	1.590850572673004
./model.xml	obj	G_PA14_22910	optimal	1.5551775141588775
./model.xml	obj	G_PA14_22930	optimal	1.5607045885773478
./model.xml	obj	G_PA14_22980	optimal	1.5607045885773516
./model.xml	obj	G_PA14_22990	optimal	1.5607045885773516
./model.xml	obj	G_PA14_23000	optimal	1.5607045885773516
./model.xml	obj	G_PA14_23010	optimal	1.5607045885773516
./model.xml	obj	G_PA14_23030	optimal	1.506651789900914
./model.xml	obj	G_PA14_23070	optimal	1.5908505726730022
./model.xml	obj	G_PA14_23080	optimal	1.590850572672999
./model.xml	obj	G_PA14_23090	optimal	1.590850572673011
./model.xml	obj	G_PA14_23160	optimal	1.5892883096708952
./model.xml	obj	G_PA14_23170	optimal	1.5908505726730047
./model.xml	obj	G_PA14_23210	optimal	1.5908505726730062
./model.xml	obj	G_PA14_23220	optimal	0.0
./model.xml	obj	G_PA14_23250	optimal	1.590850572672965
./model.xml	obj	G_PA14_23270	optimal	1.5908505726730187
./model.xml	obj	G_PA14_23280	optimal	1.5908505726730215
./model.xml	obj	G_PA14_23290	optimal	1.5908505726730306
./model.xml	obj	G_PA14_23310	optimal	2.577260680827565e-17
./model.xml	obj	G_PA14_23320	optimal	1.1938866878199589e-14
./model.xml	obj	G_PA14_23360	optimal	1.5908505726730091
./model.xml	obj	G_PA14_23370	optimal	1.5908505726730298
./model.xml	obj	G_PA14_23380	optimal	1.5908505726730062
./model.xml	obj	G_PA14_23390	optimal	1.5908505726730091
./model.xml	obj	G_PA14_23410	optimal	1.5908505726730087
./model.xml	obj	G_PA14_23440	optimal	1.5908505726730062
./model.xml	obj	G_PA14_23450	optimal	1.5908505726730169
./model.xml	obj	G_PA14_23460	optimal	1.5908505726730298
./model.xml	obj	G_PA14_23470	optimal	1.590850572694206
./model.xml	obj	G_PA14_23500	optimal	1.5908505726730175
./model.xml	obj	G_PA14_23560	optimal	1.5908505726730193
./model.xml	obj	G_PA14_23620	optimal	1.5908505726730349
./model.xml	obj	G_PA14_23750	optimal	1.5908505726730224
./model.xml	obj	G_PA14_23760	optimal	1.5908505726730224
./model.xml	obj	G_PA14_23790	optimal	1.5908505726730224
./model.xml	obj	G_PA14_23800	optimal	0.0
./model.xml	obj	G_PA14_23850	optimal	1.590850572673015
./model.xml	obj	G_PA14_23860	optimal	-1.365171504873443e-16
./model.xml	obj	G_PA14_23880	optimal	0.0
./model.xml	obj	G_PA14_23920	optimal	1.5650018397902666e-13
./model.xml	obj	G_PA14_23930	optimal	1.5908505726730293
./model.xml	obj	G_PA14_24170	optimal	1.5908505726730062
./model.xml	obj	G_PA14_24190	optimal	1.5908505726730169
./model.xml	obj	G_PA14_24220	optimal	1.590850572672988
./model.xml	obj	G_PA14_24270	optimal	1.5908505726730222
./model.xml	obj	G_PA14_24290	optimal	1.5908505726730102
./model.xml	obj	G_PA14_24445	optimal	1.5908505726730284
./model.xml	obj	G_PA14_24610	optimal	1.5908505726730104
./model.xml	obj	G_PA14_24640	optimal	1.590850572673025
./model.xml	obj	G_PA14_24690	optimal	1.590850572673052
./model.xml	obj	G_PA14_24730	optimal	1.590850572672991
./model.xml	obj	G_PA14_24780	optimal	1.590850572672991
./model.xml	obj	G_PA14_24890	optimal	1.590850572673035
./model.xml	obj	G_PA14_24900	optimal	1.5908505726730198
./model.xml	obj	G_PA14_24910	optimal	1.590850572673035
./model.xml	obj	G_PA14_24950	optimal	1.5908505726730193
./model.xml	obj	G_PA14_24960	optimal	1.590850572694206
./model.xml	obj	G_PA14_25000	optimal	1.5908505726730147
./model.xml	obj	G_PA14_25080	optimal	1.590850572673011
./model.xml	obj	G_PA14_25090	optimal	1.5908505726730222
./model.xml	obj	G_PA14_25195	optimal	1.59085057267301
./model.xml	obj	G_PA14_25210	optimal	1.5908505726730198
./model.xml	obj	G_PA14_25250	optimal	1.5908505726933424
./model.xml	obj	G_PA14_25270	optimal	1.5908505726730169
./model.xml	obj	G_PA14_25280	optimal	1.5908505726730306
./model.xml	obj	G_PA14_25305	optimal	1.5908505726730306
./model.xml	obj	G_PA14_25320	optimal	1.5908505726730306
./model.xml	obj	G_PA14_25330	optimal	1.5908505726730306
./model.xml	obj	G_PA14_25340	optimal	1.5908505726730306
./model.xml	obj	G_PA14_25350	optimal	1.5908505726730306
./model.xml	obj	G_PA14_25390	optimal	1.590850572672988
./model.xml	obj	G_PA14_25400	optimal	1.5908505726730091
./model.xml	obj	G_PA14_25510	optimal	8.445167798935765e-13
./model.xml	obj	G_PA14_25530	optimal	7.21057265251139e-14
./model.xml	obj	G_PA14_25550	optimal	0.0
./model.xml	obj	G_PA14_25640	optimal	1.590850572673004
./model.xml	obj	G_PA14_25650	optimal	1.590850572673052
./model.xml	obj	G_PA14_25660	optimal	7.244136160223033e-16
./model.xml	obj	G_PA14_25670	optimal	3.5268790726625448e-15
./model.xml	obj	G_PA14_25690	optimal	1.5908505726730071
./model.xml	obj	G_PA14_25710	optimal	1.2033848661340421e-11
./model.xml	obj	G_PA14_25740	optimal	0.0
./model.xml	obj	G_PA14_25840	optimal	1.5908505726730091
./model.xml	obj	G_PA14_25860	optimal	1.5908505726730091
./model.xml	obj	G_PA14_25880	optimal	1.5908505726730091
./model.xml	obj	G_PA14_25900	optimal	1.568645630462387
./model.xml	obj	G_PA14_25920	optimal	1.5908505726730298
./model.xml	obj	G_PA14_25970	optimal	1.5908505726730298
./model.xml	obj	G_PA14_25980	optimal	1.5908505726730204
./model.xml	obj	G_PA14_26010	optimal	1.5908505726730349
./model.xml	obj	G_PA14_26050	optimal	1.590850572694206
./model.xml	obj	G_PA14_26160	optimal	1.590850572673017
./model.xml	obj	G_PA14_26210	optimal	1.5908505726730202
./model.xml	obj	G_PA14_26220	optimal	1.5908505726730222
./model.xml	obj	G_PA14_26230	optimal	1.5908505726730222
./model.xml	obj	G_PA14_26240	optimal	1.5908505726730222
./model.xml	obj	G_PA14_26360	optimal	1.5908505726730047
./model.xml	obj	G_PA14_26390	optimal	1.5908505726730204
./model.xml	obj	G_PA14_26400	optimal	1.5908505726730047
./model.xml	obj	G_PA14_26460	optimal	1.5908505726730298
./model.xml	obj	G_PA14_26480	optimal	1.5908505726730298
./model.xml	obj	G_PA14_26485	optimal	1.5908505726730298
./model.xml	obj	G_PA14_26500	optimal	1.5908505726730298
./model.xml	obj	G_PA14_26510	optimal	1.5908505726730298
./model.xml	obj	G_PA14_26530	optimal	1.5908505726730298
./model.xml	obj	G_PA14_26650	optimal	1.5908505726730187
./model.xml	obj	G_PA14_26890	optimal	1.5908505726729945
./model.xml	obj	G_PA14_27160	optimal	1.590850572673052
./model.xml	obj	G_PA14_27330	optimal	1.5908505726730204
./model.xml	obj	G_PA14_27500	optimal	1.5908505726730258
./model.xml	obj	G_PA14_27520	optimal	1.5908505726730091
./model.xml	obj	G_PA14_27570	optimal	1.5908505726899655
./model.xml	obj	G_PA14_27730	optimal	1.590850572673004
./model.xml	obj	G_PA14_27850	optimal	1.5908505726730349
./model.xml	obj	G_PA14_27920	optimal	1.590850572672991
./model.xml	obj	G_PA14_27960	optimal	1.529019002821924
./model.xml	obj	G_PA14_28170	optimal	1.5908505726730349
./model.xml	obj	G_PA14_28180	optimal	1.590850572673012
./model.xml	obj	G_PA14_28650	optimal	1.5908505726730102
./model.xml	obj	G_PA14_29090	optimal	1.590850572694206
./model.xml	obj	G_PA14_29100	optimal	1.590850572673017
./model.xml	obj	G_PA14_29110	optimal	1.5908505726730369
./model.xml	obj	G_PA14_29210	optimal	1.5908505726730047
./model.xml	obj	G_PA14_29220	optimal	1.5908505726730164
./model.xml	obj	G_PA14_29280	optimal	1.5908505726730147
./model.xml	obj	G_PA14_29340	optimal	1.5908505726730169
./model.xml	obj	G_PA14_29350	optimal	1.5908505726899655
./model.xml	obj	G_PA14_29410	optimal	1.590850572673017
./model.xml	obj	G_PA14_29460	optimal	1.5908505726730169
./model.xml	obj	G_PA14_29600	optimal	1.5908505726730349
./model.xml	obj	G_PA14_29640	optimal	1.5908505726730306
./model.xml	obj	G_PA14_29850	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29860	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29880	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29890	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29900	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29920	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29930	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29940	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29970	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29980	optimal	1.4682368106948989
./model.xml	obj	G_PA14_29990	optimal	1.4682368106948989
./model.xml	obj	G_PA14_30010	optimal	1.4682368106948989
./model.xml	obj	G_PA14_30020	optimal	1.4682368106948989
./model.xml	obj	G_PA14_30050	optimal	1.5908505726730215
./model.xml	obj	G_PA14_30110	optimal	3.98752901219473e-14
./model.xml	obj	G_PA14_30160	optimal	1.5908505726730104
./model.xml	obj	G_PA14_30180	optimal	1.5908505726730215
./model.xml	obj	G_PA14_30190	optimal	1.5908505726730215
./model.xml	obj	G_PA14_30280	optimal	1.5908505726730349
./model.xml	obj	G_PA14_30340	optimal	1.5908505726730273
./model.xml	obj	G_PA14_30490	optimal	1.5908505726730306
./model.xml	obj	G_PA14_30500	optimal	1.5908505726730306
./model.xml	obj	G_PA14_30630	optimal	1.5908505726730187
./model.xml	obj	G_PA14_30670	optimal	0.0
./model.xml	obj	G_PA14_30750	optimal	1.5908505726730187
./model.xml	obj	G_PA14_30810	optimal	1.5908505726730306
./model.xml	obj	G_PA14_31010	optimal	1.5908505726730084
./model.xml	obj	G_PA14_31030	optimal	1.590850572694206
./model.xml	obj	G_PA14_31040	optimal	1.590850572694206
./model.xml	obj	G_PA14_31380	optimal	1.5908505726730293
./model.xml	obj	G_PA14_31470	optimal	1.5908505726730349
./model.xml	obj	G_PA14_31500	optimal	1.5908505726730169
./model.xml	obj	G_PA14_31530	optimal	1.5908505726730222
./model.xml	obj	G_PA14_31540	optimal	1.590850572673004
./model.xml	obj	G_PA14_31580	optimal	1.5908505726730102
./model.xml	obj	G_PA14_31700	optimal	1.5908505726730222
./model.xml	obj	G_PA14_31750	optimal	1.5908505726730104
./model.xml	obj	G_PA14_31760	optimal	1.5908505726730346
./model.xml	obj	G_PA14_31800	optimal	1.5908505726730258
./model.xml	obj	G_PA14_31810	optimal	1.5908505726730306
./model.xml	obj	G_PA14_31820	optimal	1.5908505726730215
./model.xml	obj	G_PA14_31970	optimal	1.5908505726730084
./model.xml	obj	G_PA14_31990	optimal	1.5908505726730084
./model.xml	obj	G_PA14_32080	optimal	1.590850572673035
./model.xml	obj	G_PA14_32100	optimal	1.590850572673035
./model.xml	obj	G_PA14_32110	optimal	1.590850572673035
./model.xml	obj	G_PA14_32130	optimal	1.590850572673035
./model.xml	obj	G_PA14_32220	optimal	1.590850572672965
./model.xml	obj	G_PA14_32230	optimal	1.590850572672965
./model.xml	obj	G_PA14_32240	optimal	1.5908505726730175
./model.xml	obj	G_PA14_32270	optimal	1.580040143783898
./model.xml	obj	G_PA14_32330	optimal	1.590850572673015
./model.xml	obj	G_PA14_32650	optimal	1.5908505726730349
./model.xml	obj	G_PA14_32660	optimal	1.5908505726730224
./model.xml	obj	G_PA14_32905	optimal	1.5908505726730047
./model.xml	obj	G_PA14_32985	optimal	1.5908505726730204
./model.xml	obj	G_PA14_33000	optimal	1.5908505726730204
./model.xml	obj	G_PA14_33010	optimal	1.590850572694206
./model.xml	obj	G_PA14_33030	optimal	1.5908505726730273
./model.xml	obj	G_PA14_33040	optimal	1.5908505726730204
./model.xml	obj	G_PA14_33280	optimal	1.590850572694206
./model.xml	obj	G_PA14_33450	optimal	1.5908505726730204
./model.xml	obj	G_PA14_33500	optimal	1.5908505726730102
./model.xml	obj	G_PA14_33540	optimal	1.5908505726730198
./model.xml	obj	G_PA14_33550	optimal	1.590850572673015
./model.xml	obj	G_PA14_33560	optimal	1.590850572673015
./model.xml	obj	G_PA14_33610	optimal	1.590850572694206
./model.xml	obj	G_PA14_33630	optimal	1.590850572694206
./model.xml	obj	G_PA14_33650	optimal	1.590850572694206
./model.xml	obj	G_PA14_33690	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33700	optimal	1.5908505726730087
./model.xml	obj	G_PA14_33710	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33720	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33730	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33740	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33750	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33760	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33770	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33810	optimal	1.5908505726730298
./model.xml	obj	G_PA14_33820	optimal	1.5908505726730087
./model.xml	obj	G_PA14_33860	optimal	1.5908505726730193
./model.xml	obj	G_PA14_34050	optimal	1.5908505726730349
./model.xml	obj	G_PA14_34180	optimal	1.5908505726730047
./model.xml	obj	G_PA14_34190	optimal	1.5908505726730047
./model.xml	obj	G_PA14_34250	optimal	1.5908505726730091
./model.xml	obj	G_PA14_34260	optimal	1.5908505726730142
./model.xml	obj	G_PA14_34270	optimal	1.5908505726730062
./model.xml	obj	G_PA14_34280	optimal	1.5908505726730062
./model.xml	obj	G_PA14_34340	optimal	1.5908505726730084
./model.xml	obj	G_PA14_34350	optimal	1.5908505726851185
./model.xml	obj	G_PA14_34360	optimal	1.590850572673052
./model.xml	obj	G_PA14_34370	optimal	1.5908505726729996
./model.xml	obj	G_PA14_34390	optimal	1.590850572673012
./model.xml	obj	G_PA14_34410	optimal	1.5908505726730222
./model.xml	obj	G_PA14_34420	optimal	1.5908505726730222
./model.xml	obj	G_PA14_34500	optimal	1.5908505726730062
./model.xml	obj	G_PA14_34510	optimal	1.590850572673035
./model.xml	obj	G_PA14_34520	optimal	1.590850572673035
./model.xml	obj	G_PA14_34600	optimal	1.5908505726933424
./model.xml	obj	G_PA14_34630	optimal	1.5667542861220263
./model.xml	obj	G_PA14_34640	optimal	1.5908505726730091
./model.xml	obj	G_PA14_34750	optimal	1.5908505726730293
./model.xml	obj	G_PA14_34770	optimal	1.5908505726730062
./model.xml	obj	G_PA14_34780	optimal	1.5908505726730062
./model.xml	obj	G_PA14_34790	optimal	1.5908505726730062
./model.xml	obj	G_PA14_34960	optimal	1.5908505726730169
./model.xml	obj	G_PA14_34970	optimal	1.5667542861220263
./model.xml	obj	G_PA14_35100	optimal	1.5908505726730084
./model.xml	obj	G_PA14_35110	optimal	1.5908505726730306
./model.xml	obj	G_PA14_35190	optimal	1.5908505726730306
./model.xml	obj	G_PA14_35270	optimal	1.5908505726730349
./model.xml	obj	G_PA14_35290	optimal	1.5908505726730084
./model.xml	obj	G_PA14_35300	optimal	1.590850572694206
./model.xml	obj	G_PA14_35320	optimal	1.5908505726729971
./model.xml	obj	G_PA14_35330	optimal	1.5908505726730104
./model.xml	obj	G_PA14_35340	optimal	1.5908505726730104
./model.xml	obj	G_PA14_35440	optimal	1.59085057267304
./model.xml	obj	G_PA14_35460	optimal	1.571904206612083
./model.xml	obj	G_PA14_35490	optimal	1.5908505726729945
./model.xml	obj	G_PA14_35500	optimal	1.5908505726729945
./model.xml	obj	G_PA14_35520	optimal	1.5908505726729945
./model.xml	obj	G_PA14_35530	optimal	1.5908505726729945
./model.xml	obj	G_PA14_35880	optimal	1.5908505726730207
./model.xml	obj	G_PA14_35890	optimal	1.5908505726730102
./model.xml	obj	G_PA14_35920	optimal	1.590850572673012
./model.xml	obj	G_PA14_36080	optimal	1.5908505726730084
./model.xml	obj	G_PA14_36120	optimal	1.5908505726730022
./model.xml	obj	G_PA14_36200	optimal	1.5908505726730169
./model.xml	obj	G_PA14_36220	optimal	1.5908505726730169
./model.xml	obj	G_PA14_36230	optimal	1.5908505726730169
./model.xml	obj	G_PA14_36270	optimal	1.590850572694206
./model.xml	obj	G_PA14_36310	optimal	1.5908505726730187
./model.xml	obj	G_PA14_36320	optimal	1.5908505726730187
./model.xml	obj	G_PA14_36330	optimal	1.5908505726730187
./model.xml	obj	G_PA14_36345	optimal	1.5908505726730169
./model.xml	obj	G_PA14_36570	optimal	0.0
./model.xml	obj	G_PA14_36580	optimal	1.5908505726730198
./model.xml	obj	G_PA14_36590	optimal	1.5908505726730258
./model.xml	obj	G_PA14_36605	optimal	1.5908505726730198
./model.xml	obj	G_PA14_36660	optimal	1.5908505726730169
./model.xml	obj	G_PA14_36690	optimal	1.5908505726730091
./model.xml	obj	G_PA14_36730	optimal	1.590850572672965
./model.xml	obj	G_PA14_36810	optimal	1.5908505726730298
./model.xml	obj	G_PA14_36840	optimal	1.590850572673014
./model.xml	obj	G_PA14_36880	optimal	1.5908505726933424
./model.xml	obj	G_PA14_36960	optimal	1.5908505726730169
./model.xml	obj	G_PA14_37100	optimal	1.5908505726730187
./model.xml	obj	G_PA14_37340	optimal	1.5908505726730193
./model.xml	obj	G_PA14_37560	optimal	1.59085057267304
./model.xml	obj	G_PA14_37590	optimal	1.5908505726730187
./model.xml	obj	G_PA14_37610	optimal	1.5908505726730187
./model.xml	obj	G_PA14_37630	optimal	1.582298279439755
./model.xml	obj	G_PA14_37760	optimal	1.5908505726730298
./model.xml	obj	G_PA14_37790	optimal	1.590850572673015
./model.xml	obj	G_PA14_37810	optimal	1.5908505726730306
./model.xml	obj	G_PA14_37830	optimal	1.5908505726730082
./model.xml	obj	G_PA14_37950	optimal	1.5908505726730084
./model.xml	obj	G_PA14_37965	optimal	1.590850572673015
./model.xml	obj	G_PA14_38110	optimal	1.5340114744902014
./model.xml	obj	G_PA14_38130	optimal	1.5908505726730173
./model.xml	obj	G_PA14_38140	optimal	1.5908505726730349
./model.xml	obj	G_PA14_38200	optimal	1.590850572673004
./model.xml	obj	G_PA14_38330	optimal	1.5908505726730091
./model.xml	obj	G_PA14_38350	optimal	0.0
./model.xml	obj	G_PA14_38360	optimal	1.5908505726730091
./model.xml	obj	G_PA14_38440	optimal	1.5908505726730298
./model.xml	obj	G_PA14_38460	optimal	1.5908505726730309
./model.xml	obj	G_PA14_38470	optimal	1.5908505726730224
./model.xml	obj	G_PA14_38480	optimal	1.5908505726730018
./model.xml	obj	G_PA14_38490	optimal	1.5908505726730222
./model.xml	obj	G_PA14_38510	optimal	1.5908505726730084
./model.xml	obj	G_PA14_38530	optimal	1.5908505726729987
./model.xml	obj	G_PA14_38550	optimal	1.590850572673052
./model.xml	obj	G_PA14_38580	optimal	1.5908505726730202
./model.xml	obj	G_PA14_38590	optimal	1.5908505726730222
./model.xml	obj	G_PA14_38610	optimal	1.5908505726730207
./model.xml	obj	G_PA14_38630	optimal	1.5908505726730349
./model.xml	obj	G_PA14_38640	optimal	1.590850572673035
./model.xml	obj	G_PA14_38660	optimal	1.590850572672991
./model.xml	obj	G_PA14_38690	optimal	1.590850572673004
./model.xml	obj	G_PA14_38730	optimal	1.5908505726730175
./model.xml	obj	G_PA14_38750	optimal	1.5908505726730258
./model.xml	obj	G_PA14_38840	optimal	1.5908505726730258
./model.xml	obj	G_PA14_38850	optimal	1.5908505726730187
./model.xml	obj	G_PA14_38860	optimal	1.5908505726730187
./model.xml	obj	G_PA14_39050	optimal	1.5908505726730215
./model.xml	obj	G_PA14_39100	optimal	1.5908505726730306
./model.xml	obj	G_PA14_39190	optimal	0.0
./model.xml	obj	G_PA14_39280	optimal	1.5908505726730173
./model.xml	obj	G_PA14_39320	optimal	1.5908505726730173
./model.xml	obj	G_PA14_39330	optimal	1.5908505726730173
./model.xml	obj	G_PA14_39350	optimal	1.5908505726730173
./model.xml	obj	G_PA14_39590	optimal	1.5908505726730349
./model.xml	obj	G_PA14_39640	optimal	1.5908505726730349
./model.xml	obj	G_PA14_39650	optimal	1.5908505726730047
./model.xml	obj	G_PA14_39690	optimal	1.5908505726729778
./model.xml	obj	G_PA14_39720	optimal	1.5908505726730062
./model.xml	obj	G_PA14_39750	optimal	1.5908505726730349
./model.xml	obj	G_PA14_39880	optimal	1.5908505726730091
./model.xml	obj	G_PA14_39890	optimal	1.5908505726730091
./model.xml	obj	G_PA14_39910	optimal	1.5908505726730187
./model.xml	obj	G_PA14_39925	optimal	1.5908505726730224
./model.xml	obj	G_PA14_39945	optimal	1.5908505726730204
./model.xml	obj	G_PA14_39960	optimal	1.5908505726730091
./model.xml	obj	G_PA14_39970	optimal	1.5908505726730091
./model.xml	obj	G_PA14_40390	optimal	1.5908505726730198
./model.xml	obj	G_PA14_40410	optimal	1.5908505726730198
./model.xml	obj	G_PA14_40420	optimal	1.5908505726730198
./model.xml	obj	G_PA14_40470	optimal	1.5908505726730084
./model.xml	obj	G_PA14_40510	optimal	1.5908505726730306
./model.xml	obj	G_PA14_40520	optimal	1.5908505726730306
./model.xml	obj	G_PA14_40670	optimal	1.5908505726730147
./model.xml	obj	G_PA14_40770	optimal	1.5908505726730293
./model.xml	obj	G_PA14_40950	optimal	1.590850572672965
./model.xml	obj	G_PA14_41000	optimal	1.590850572672988
./model.xml	obj	G_PA14_41010	optimal	1.5822982794397547
./model.xml	obj	G_PA14_41020	optimal	1.5875364359284863
./model.xml	obj	G_PA14_41080	optimal	1.5908505726730193
./model.xml	obj	G_PA14_41090	optimal	1.5908505726730147
./model.xml	obj	G_PA14_41130	optimal	1.5908505726730306
./model.xml	obj	G_PA14_41140	optimal	1.5908505726730071
./model.xml	obj	G_PA14_41150	optimal	1.5908505726730306
./model.xml	obj	G_PA14_41160	optimal	1.5908505726730091
./model.xml	obj	G_PA14_41170	optimal	1.4938298574410813
./model.xml	obj	G_PA14_41350	optimal	-8.791780834116126e-15
./model.xml	obj	G_PA14_41400	optimal	-5.678602000146303e-13
./model.xml	obj	G_PA14_41470	optimal	1.590850572673004
./model.xml	obj	G_PA14_41510	optimal	1.5908505726730349
./model.xml	obj	G_PA14_41530	optimal	1.5908505726730306
./model.xml	obj	G_PA14_41540	optimal	1.5908505726730306
./model.xml	obj	G_PA14_41560	optimal	1.5908505726730306
./model.xml	obj	G_PA14_41563	optimal	1.5908505726730382
./model.xml	obj	G_PA14_41670	optimal	1.5908505726730298
./model.xml	obj	G_PA14_41820	optimal	1.590850572673012
./model.xml	obj	G_PA14_41830	optimal	1.5908505726730091
./model.xml	obj	G_PA14_41840	optimal	-1.0547238908938389e-18
./model.xml	obj	G_PA14_41900	optimal	1.5908505726730153
./model.xml	obj	G_PA14_41920	optimal	1.5908505726730204
./model.xml	obj	G_PA14_41950	optimal	1.5908505726730349
./model.xml	obj	G_PA14_42050	optimal	1.5908505726730258
./model.xml	obj	G_PA14_42080	optimal	1.5908505726730349
./model.xml	obj	G_PA14_42090	optimal	1.5908505726730349
./model.xml	obj	G_PA14_42220	optimal	1.5908505726730175
./model.xml	obj	G_PA14_42230	optimal	1.5908505726730169
./model.xml	obj	G_PA14_42690	optimal	1.5908505726730293
./model.xml	obj	G_PA14_42720	optimal	1.5908505726730107
./model.xml	obj	G_PA14_42730	optimal	1.5908505726730187
./model.xml	obj	G_PA14_42740	optimal	1.590850572673052
./model.xml	obj	G_PA14_42750	optimal	1.5908505726730298
./model.xml	obj	G_PA14_42760	optimal	0.0
./model.xml	obj	G_PA14_42850	optimal	1.5908505726730091
./model.xml	obj	G_PA14_43280	optimal	1.5908505726730062
./model.xml	obj	G_PA14_43320	optimal	1.590850572673028
./model.xml	obj	G_PA14_43370	optimal	1.5908505726730224
./model.xml	obj	G_PA14_43380	optimal	1.5908505726730222
./model.xml	obj	G_PA14_43400	optimal	1.5908505726730224
./model.xml	obj	G_PA14_43405	optimal	1.5908505726730169
./model.xml	obj	G_PA14_43440	optimal	1.5908505726711977
./model.xml	obj	G_PA14_43460	optimal	1.5908505726730091
./model.xml	obj	G_PA14_43610	optimal	1.5908505726730169
./model.xml	obj	G_PA14_43640	optimal	0.0
./model.xml	obj	G_PA14_43680	optimal	1.5686456304623675
./model.xml	obj	G_PA14_43690	optimal	1.5526816052297652
./model.xml	obj	G_PA14_43830	optimal	1.5908505726730198
./model.xml	obj	G_PA14_43920	optimal	1.5908505726730306
./model.xml	obj	G_PA14_43940	optimal	1.388026934666635
./model.xml	obj	G_PA14_43950	optimal	1.3880269346666498
./model.xml	obj	G_PA14_43970	optimal	1.5729602913362117
./model.xml	obj	G_PA14_44000	optimal	1.590850572673059
./model.xml	obj	G_PA14_44010	optimal	1.590850572673059
./model.xml	obj	G_PA14_44020	optimal	1.5908505726730349
./model.xml	obj	G_PA14_44030	optimal	1.5908505726730293
./model.xml	obj	G_PA14_44050	optimal	1.5908505726730293
./model.xml	obj	G_PA14_44060	optimal	1.5908505726730293
./model.xml	obj	G_PA14_44070	optimal	1.5908505726730091
./model.xml	obj	G_PA14_44120	optimal	1.5875364359284794
./model.xml	obj	G_PA14_44140	optimal	1.590836308213766
./model.xml	obj	G_PA14_44210	optimal	1.5908505726730062
./model.xml	obj	G_PA14_44240	optimal	1.5908505726730349
./model.xml	obj	G_PA14_44260	optimal	1.5908505726730062
./model.xml	obj	G_PA14_44290	optimal	1.590850572673004
./model.xml	obj	G_PA14_44340	optimal	1.5908505726730349
./model.xml	obj	G_PA14_44350	optimal	1.5908505726730349
./model.xml	obj	G_PA14_44360	optimal	1.5908505726730349
./model.xml	obj	G_PA14_44370	optimal	1.590850572694206
./model.xml	obj	G_PA14_44380	optimal	1.5908505726730349
./model.xml	obj	G_PA14_44390	optimal	1.590850572694206
./model.xml	obj	G_PA14_44400	optimal	1.5908505726730349
./model.xml	obj	G_PA14_44470	optimal	1.5908505726730091
./model.xml	obj	G_PA14_44500	optimal	1.5908149119590982
./model.xml	obj	G_PA14_44520	optimal	1.5908505726730293
./model.xml	obj	G_PA14_44530	optimal	1.5908505726730293
./model.xml	obj	G_PA14_44700	optimal	1.5908505726730306
./model.xml	obj	G_PA14_44710	optimal	1.5908505726730215
./model.xml	obj	G_PA14_44740	optimal	1.5908505726730215
